idx	x_ang	y_ang	z_ang	shell	V_R	V_TS	Dv
20451	54.8086	36.8323	66.7723	8.5	-0.08632497	-0.08749154	-0.00116656
20452	52.7175	26.3623	48.9292	7.2	-0.08488242	-0.08454230	0.00034012
20453	49.5538	25.1879	49.9263	9.0	-0.07138197	-0.07135095	0.00003103
20454	60.2041	35.5483	44.6865	7.4	-0.09372575	-0.09272690	0.00099886
20455	71.4176	31.6972	58.9784	8.7	-0.08496916	-0.08459239	0.00037676
20456	58.3273	21.1954	55.8805	8.8	-0.08143047	-0.08117686	0.00025361
20457	69.8536	34.7112	50.3363	7.7	-0.09265219	-0.09145741	0.00119478
20458	71.6441	31.9986	51.8238	8.7	-0.08487476	-0.08377504	0.00109972
20459	49.9456	26.7607	50.6428	7.4	-0.07906279	-0.07911804	-0.00005525
20460	67.4381	26.0302	59.6918	7.5	-0.09058469	-0.09020871	0.00037597
20461	69.5841	37.7503	60.7121	8.7	-0.08720989	-0.08737734	-0.00016745
